EVID,NTSB_NO,Month,Date,Year,Time,City,State,Long,Lat,Sky Condition,Highest Injury,Number of Injuries,Aircraft
20110621X20906,WPR11LA272,6,21,2011,1115,Hogeland,MT,484821N,1083546W,CLER,FATL,1,AT-301
20110621X23049,CEN11CA408,6,18,2011,1800,Truth or Consequences,NM,033148N,1071611W,-1,NONE,2,TU206G
20110621X23341,WPR11LA276,6,17,2011,2340,Jefferson,OR,444611N,0122586W,CLER,NONE,1,BEAVER DHC-2 MK.3
20110621X23619,ERA11CA351,6,17,2011,1455,New Castle,PA,041130N,0802450W,SCAT,NONE,2,BIRD CK
20110621X25702,WPR11LA277,6,21,2011,1334,Mesa,AZ,333115N,1114549W,CLER,SERS,2,212
20110621X32040,DCA11CA073,6,12,2011,58,San Fransico,CA,037375N,1222316W,-1,NONE,190,757-222
20110621X40619,WPR11LA273,6,21,2011,1735,Marysville,CA,039552N,1213411W,CLER,NONE,1,G-164B
20110621X53639,CEN11CA409,6,19,2011,1715,Santa Teresa,NM,315251N,1064217W,CLER,NONE,1,172N
20110621X54542,WPR11TA274,6,21,2011,1855,Franklin,CA,038181N,1212229W,CLER,NONE,1,206B
20110621X74410,CEN11CA410,6,6,2011,1630,Canon City,CO,382542N,0105622W,CLER,NONE,1,GLASTAR
20110622X12645,WPR11LA278,6,21,2011,2221,Blackfoot,ID,431233N,1122058W,FEW,NONE,1,AT-502
20110622X14408,CEN11CA411,6,18,2011,1430,Gardner,KS,384824N,0945722W,-1,NONE,1,SONEX
20110622X24708,ANC11CA053,6,15,2011,1800,McCarthy,AK,006264N,1453150W,UNK,NONE,1,PA-18A
20110622X75234,ERA11CA352,6,19,2011,345,Ridgeville,SC,033530N,0801834W,SCAT,NONE,2,PA18-160
20110622X83304,ERA11CA353,6,18,2011,1320,Summerdale,AL,030290N,0088180W,SCAT,NONE,2,AX8-88
20110623X10123,WPR11LA279,6,23,2011,1400,Brawley,CA,033113N,1153041W,CLER,SERS,1,S-2R
20110623X12016,ERA11CA355,6,20,2011,1400,Carthage,NC,352018N,0079268W,CLER,NONE,1,SNGL SEAT HAWK ARROW
20110623X50507,WPR11LA280,6,22,2011,2330,Sheridan,WY,044469N,1065849W,CLER,NONE,2,VANS RV-8
20110623X74009,WPR11CA281,6,23,2011,1800,Havre,MT,483226N,1094023W,CLER,NONE,1,PA-36-285
20110623X74529,CEN11LA414,6,23,2011,1755,Blair,NE,413226N,0096824W,SCAT,NONE,2,F-28C-2
20110623X90738,ERA11FA354,6,23,2011,944,Valparaiso,FL,302859N,0863133W,SCAT,FATL,2,C24R
20110623X95521,CEN11LA413,6,18,2011,2135,Bedford Park,IL,414710N,0087459W,FEW,NONE,4,172N
20110624X10950,ERA11LA359,6,23,2011,1619,Red Oak,NC,036320N,0775518W,CLER,SERS,1,NAVION B
20110624X20211,CEN11FA417,6,24,2011,2335,Charlevoix,MI,451817N,0851631W,-1,FATL,3,A36
20110624X25540,WPR11LA282,6,23,2011,1100,Hanford,CA,036190N,1193739W,CLER,NONE,1,UH12E
20110624X31210,WPR11LA313,6,26,2011,1630,Flagstaff,AZ,035825N,0111409W,CLER,NONE,3,PA 46-350P
20110624X31515,WPR11LA283,6,24,2011,145,El Monte,CA,034510N,0011825W,CLER,NONE,1,A36
20110624X33722,WPR11LA284,6,24,2011,321,Palo Alto,CA,372740N,0122654W,CLER,NONE,3,172S
20110624X33918,WPR11CA308,7,2,2011,2300,Enumclaw,WA,047047N,0121326W,CLER,MINR,2,PA-18
20110624X35045,ANC11CA054,6,23,2011,1700,Nikiski,AK,061235N,1515210W,-1,MINR,1,PA-18-150
20110624X44251,ERA11CA356,6,18,2011,1400,Trinca,NJ,401756N,0743116W,FEW,NONE,2,A185F
20110624X55618,ERA11LA357,6,23,2011,1530,Warrenton,VA,383910N,0077478W,SCAT,NONE,5,182F
20110624X63025,ERA11CA358,6,20,2011,2000,Linwood,NJ,039190N,0743758W,CLER,NONE,1,8GCBC
20110624X75815,WPR11CA286,6,24,2011,1405,Circle,MT,472520N,0105341W,FEW,NONE,1,AT301
20110624X85246,CEN11LA415,9,24,2011,1352,Lafayette,LA,301211N,0091599W,CLER,SERS,2,KITFOX IV
20110625X31003,CEN11LA418,6,25,2011,1600,Rantoul,IL,401737N,0088833W,CLER,NONE,2,PA-28R-201
20110625X74614,CEN11LA419,6,25,2011,1830,Gwinn,MI,462113N,0872343W,CLER,NONE,1,Pietenpol Air Camper
20110626X60527,CEN11FA420,6,26,2011,1850,Farmdale,OH,412621N,0804131W,SCAT,FATL,2,8A
20110626X95323,ERA11FA360,6,26,2011,2155,Andalusia,AL,031187N,0862232W,CLER,FATL,1,BARRACUDA
20110627X00911,WPR11LA292,6,21,2011,1625,Phoenix,AZ,334117N,0112457W,CLER,NONE,3,320F
20110627X20034,ERA11LA361,6,26,2011,1200,Pompano Beach,FL,261449N,0080640W,CLER,NONE,3,A60
20110627X41846,WPR11LA287,6,26,2011,2040,St Johns,AZ,343031N,1092314W,CLER,SERS,3,177RG
20110627X43933,WPR11LA288,6,25,2011,143,Lewistown,MT,471021N,1094017W,SCAT,NONE,1,AT-502
20110627X44209,WPR11LA289,6,26,2011,1603,West Glacier,MT,482859N,1135734W,CLER,SERS,2,FLY FISHER
20110627X44652,ANC11FA055,6,27,2011,0,Beluga Lake,AK,612536N,1514651W,FEW,FATL,2,150M
20110627X44748,ERA11CA363,6,26,2011,1700,Winter Haven,FL,028346N,0814512W,CLER,MINR,2,150L
20110627X45350,WPR11LA290,6,26,2011,1715,Alkali Lake,OR,043959N,0119293W,CLER,MINR,1,PITTS S-1T
20110627X51003,CEN11FA422,6,27,2011,1723,Del Valle,TX,030935N,0973559W,SCAT,FATL,1,R22 BETA
20110627X55232,ERA11CA364,6,25,2011,2130,Brasstown,NC,035310N,0835617W,CLER,MINR,3,H-295
20110627X62646,CEN11CA423,6,24,2011,1654,Angel Fire,NM,362511N,1051714W,CLER,NONE,2,RV8
20110627X74140,ERA11CA365,6,26,2011,145,Bridgeport,CT,041929N,0073720W,SCAT,SERS,2,PA-32-300
20110627X75408,WPR11LA291,6,27,2011,1630,Moses Lake,WA,047821N,1191418W,CLER,SERS,2,CHALLENGER II
20110627X90719,CEN11LA421,6,22,2011,1840,Ranger,TX,032279N,0984058W,CLER,FATL,2,SPITFIRE II
20110628X11855,ERA11CA367,6,22,2011,1815,Miami,FL,254743N,0801714W,SCAT,SERS,127,MD88
20110628X34613,ERA11FA369,6,28,2011,1612,Poughkeepsie,NY,413755N,0735234W,FEW,FATL,2,172M
20110628X45834,WPR11CA293,6,25,2011,1845,Livermore,CA,374122N,0121498W,CLER,NONE,1,A-1B
20110628X50930,WPR11CA294,6,26,2011,100,Olympia,WA,046580N,0122540W,-1,NONE,4,172N
20110628X73809,CEN11FA425,6,26,2011,1931,Romeoville,IL,413449N,0088226W,SCAT,FATL,2,T210L
20110628X74457,CEN11LA426,6,25,2011,2150,New Philadelphia,OH,402813N,0812512W,-1,NONE,1,PA-28-140
20110628X82743,WPR11CA295,6,27,2011,1340,Price,UT,393333N,1094235W,CLER,NONE,2,172S
20110628X92200,ERA11CA366,6,18,2011,1330,Wellsville,PA,040217N,0765943W,-1,NONE,1,7FC
20110628X92529,ERA11LA370,6,27,2011,2230,Holly Springs,MS,344736N,0893030W,FEW,MINR,1,182Q
20110629X13007,CEN11CA427,6,29,2011,1420,Frankston,TX,032454N,0095276W,CLER,NONE,1,M20E
20110629X13238,CEN11FA428,6,29,2011,2123,Thornton,CO,395510N,1045411W,SCAT,FATL,1,R182
20110629X20909,CEN11LA429,6,29,2011,1503,Oshkosh,WI,043594N,0883325W,CLER,MINR,1,W8 Tailwind
20110629X21558,CEN11LA430,6,29,2011,1825,Barron,WI,452427N,0091504W,-1,NONE,3,PA-28-180
20110629X23512,CEN11FA431,6,29,2011,2315,Howell,MI,423725N,0083587W,CLER,FATL,2,THORP T-18
20110629X23755,WPR11CA296,6,14,2011,1930,Glasgow,MT,481245N,1063653W,FEW,MINR,1,188
20110629X52458,ERA11CA371,6,19,2011,1530,North Adams,MA,424128N,0073107W,CLER,NONE,1,172M
20110629X54928,WPR11CA298,6,16,2011,1800,Goodyear,AZ,033420N,0112370W,CLER,NONE,3,PA-28-161
20110630X00820,ERA11CA372,6,18,2011,1800,Carbondale,PA,413718N,0753135W,SCAT,MINR,1,7AC
20110630X22315,CEN11LA432,6,28,2011,1230,Gladewater,TX,323126N,0945811W,CLER,MINR,1,CH-750
20110630X35227,ANC11CA056,6,27,2011,1725,Ambler,AK,006760N,0157510W,FEW,NONE,1,500D
20110630X43716,ERA11CA373,6,30,2011,1330,Gray Court,SC,343621N,0008274W,CLER,NONE,1,ZODIAC CH 601 HDS
20110630X60036,CEN11FA433,6,30,2011,45,Neshkoro,WI,044229N,0891816W,FEW,FATL,2,CHALLENGER II
20110630X62459,CEN11FA434,6,30,2011,1850,Yukon,OK,353628N,0974226W,CLER,FATL,1,LANCAIR
20110630X70006,WPR11CA299,6,30,2011,1153,Casper,WY,425355N,1062756W,CLER,NONE,1,PA-31-350
20110701X10847,CEN11CA435,6,30,2011,1830,Huntington,IN,405110N,0852725W,CLER,NONE,1,PA-16
20110701X11957,WPR11LA300,5,31,2011,1915,Los Angeles,CA,335620N,1182417W,CLER,SERS,191,757-222
20110701X55718,WPR11CA301,6,30,2011,1445,Page,AZ,365517N,1112629W,CLER,NONE,4,A185F
20110702X13134,ERA11FA374,7,2,2011,1430,Calhoun,GA,342719N,0845621W,CLER,FATL,1,Sonex
20110702X42523,ERA11CA375,7,2,2011,1510,Sparta,TN,036313N,0853130W,CLER,NONE,1,GC-1B
20110702X75951,CEN11FA436,6,30,2011,2233,Ottumwa,IA,041035N,0922436W,CLER,FATL,1,773 Racer
20110703X00318,CEN11CA442,7,3,2011,1715,Katy,TX,294338N,0955359W,CLER,NONE,1,269C
20110703X03457,CEN11FA437,7,3,2011,236,Hayti,SD,444038N,0971453W,CLER,FATL,3,7GCBC
20110703X04725,WPR11FA302,7,2,2011,1919,Lone Pine,CA,036291N,0118539W,CLER,FATL,1,ASW-20
20110703X14123,CEN11FA443,7,3,2011,1525,Port O'Connor,TX,282731N,0961731W,FEW,FATL,2,Laser IV-P
20110703X23630,CEN11CA438,6,24,2011,1135,Castroville,TX,292018N,0098512W,CLER,NONE,1,A188
20110703X34242,CEN11FA444,7,3,2011,2150,Wetmore,CO,381142N,0105511W,CLER,FATL,2,B75N1
20110703X50203,WPR11LA303,7,3,2011,1330,Brentwood,CA,375422N,0121407W,CLER,SERS,1,OH-58C
20110703X94021,CEN11CA439,6,30,2011,1645,Sisterdale,TX,295838N,0984322W,FEW,NONE,1,B-2
20110703X95147,CEN11CA440,7,1,2011,1648,Stonewall,TX,301046N,0983527W,-1,SERS,1,DUO DISCUS
20110703X95756,CEN11LA441,7,1,2011,1600,Flippin,AR,361313N,0924046W,CLER,SERS,1,PA-28-180
20110704X21533,ERA11FA376,7,1,2011,1833,Yabucoa,PR,001834N,0654752W,FEW,FATL,5,A185F
20110704X30339,WPR11FA304,7,4,2011,321,Santa Paula,CA,341934N,0119453W,CLER,FATL,2,180D
20110705X20345,CEN11CA445,7,4,2011,1225,Coldspring,TX,303435N,0095711W,CLER,MINR,2,Predator
20110705X34957,WPR11LA311,7,6,2011,200,Hesperia,CA,034400N,0117180W,CLER,MINR,2,R182
20110705X41540,WPR11LA305,7,5,2011,1721,Nogales,AZ,031254N,1105052W,CLER,MINR,2,U206
20110705X42318,WPR11LA306,7,5,2011,1750,Yacoit,WA,454243N,1222013W,CLER,SERS,2,AA-5
20110705X43143,CEN11CA447,7,3,2011,10,Garden City,KS,375539N,1004327W,CLER,MINR,1,LIGHTNING LS-1
20110705X44902,WPR11CA309,7,5,2011,335,Vancouver,WA,045378N,1223914W,CLER,MINR,2,182A
20110705X51242,CEN11LA448,6,29,2011,1930,Burlington,WI,424126N,0881816W,CLER,SERS,1,140
20110705X53821,CEN11LA449,6,30,2011,2115,Leander,TX,030367N,0097498W,SCAT,MINR,1,RV9-A
20110705X60853,WPR11CA314,7,4,2011,2027,Spanish Fork,UT,040816N,0111402W,-1,NONE,4,PA-28R-201
20110705X62537,WPR11LA307,7,5,2011,1919,Columbia,CA,038149N,1202452W,CLER,MINR,2,108-2
20110705X62747,CEN11CA450,7,2,2011,2000,Sugar Land,TX,293712N,0953914W,CLER,MINR,2,7GCBC
20110705X70940,WPR11CA310,7,5,2011,2015,Whitefish,MT,482417N,0114181W,CLER,NONE,1,CC11-160
20110705X72127,CEN11LA451,7,5,2011,1200,New Carlisle,OH,395551N,0084048W,FEW,NONE,1,MXT-7-180A
20110706X23910,CEN11CA453,6,30,2011,1127,Oconto,WI,044526N,0087580W,CLER,SERS,2,Airwolf 912
20110706X24824,ERA11LA383,7,4,2011,1700,Plymouth,MA,415430N,0070440W,CLER,NONE,1,150L
20110706X40907,CEN11CA454,7,6,2011,1430,Decker,IN,038300N,0873545W,CLER,NONE,2,RAF 2000 GTX SE
20110706X43913,WPR11CA312,7,6,2011,1745,Mesa,AZ,332723N,1114325W,CLER,NONE,1,150G
20110706X44849,CEN11LA455,7,1,2011,2230,Toledo,OH,413353N,0832856W,-1,NONE,1,S-17
20110706X53735,CEN11LA456,7,3,2011,2353,Weyauwega,WI,441911N,0885512W,CLER,SERS,1,RAPTOR
20110706X60519,ERA11CA377,7,5,2011,1620,Ridgeway,VA,036354N,0795323W,CLER,SERS,2,150M
20110706X70339,ERA11CA378,7,4,2011,1845,Jonesville,VA,036390N,0083130W,CLER,MINR,1,77
20110706X71714,ERA11LA379,7,5,2011,2100,Egremont,MA,042119N,0073249W,CLER,MINR,2,J3C-65
20110706X75431,CEN11LA457,6,23,2011,1515,Akron,CO,401032N,1031319W,CLER,MINR,2,B36TC
20110706X80504,ERA11LA380,7,4,2011,2030,Lakewood,NJ,004040N,0741040W,CLER,NONE,2,R44
20110706X84616,ERA11CA384,7,6,2011,1430,Greenland,NH,043026N,0705515W,SCAT,NONE,2,7DC
20110706X84848,ERA11CA381,7,5,2011,2030,Hugguenot,NY,412420N,0074387W,CLER,MINR,1,ASW-28
20110706X93437,CEN11LA452,6,28,2011,2300,Estelline,SD,044349N,0965356W,CLER,MINR,1,A188A
20110706X93537,ERA11CA382,7,5,2011,1815,Wauchula,FL,273032N,0815229W,FEW,NONE,1,A36
20110707X01459,ERA11LA386,7,2,2011,1830,Louisville,KY,381340N,0853949W,CLER,NONE,4,PA-32R-301
20110707X11900,ERA11CA387,7,2,2011,2125,Weirsdale,FL,285743N,0814529W,CLER,NONE,1,150C
20110707X21900,WPR11LA315,7,7,2011,2200,Oljato,UT,037156N,1101726W,CLER,NONE,4,V35B
20110707X24548,CEN11LA459,7,3,2011,40,Battle Creek,MI,421823N,0085150W,-1,NONE,1,PANZL S-330
20110707X25500,CEN11CA461,7,4,2011,2140,Amarillo,TX,351310N,1014221W,FEW,NONE,1,PA-24-180
20110707X35545,WPR11FA316,7,8,2011,228,Watsonville,CA,036568N,1214723W,CLER,FATL,4,M20F
20110707X44030,CEN11LA460,7,6,2011,1530,Pine Bluff,AR,034814N,0915218W,CLER,NONE,1,S2R600
20110707X61205,CEN11CA462,7,3,2011,1830,Washington Island,WI,045238N,0865525W,CLER,NONE,2,M20S
20110707X73359,ANC11CA057,6,27,2011,30,Talkeetna,AK,062580N,0150440W,FEW,NONE,8,DHC-2 MK 1
20110707X84232,ERA11CA385,7,6,2011,1712,Baltimore,MD,391919N,0762429W,-1,NONE,1,172P
20110708X04656,CEN11LA466,7,9,2011,1605,Benton,KS,374618N,0097628W,CLER,SERS,1,DHC-1
20110708X04710,CEN11FA465,7,8,2011,2300,Durango,CO,037309N,1074851W,FEW,FATL,1,Taurus
20110708X10326,WPR11LA317,7,8,2011,2321,Bigfork,MT,048337N,0011404W,-1,FATL,2,SGS 2-32
20110708X14238,ANC11CA058,7,6,2011,1748,Palmer,AK,061293N,0149231W,CLER,SERS,2,A-1B
20110708X22039,WPR11LA318,7,8,2011,2015,Frazier Park,CA,344416N,0119155W,CLER,NONE,2,PA-22-108
20110708X23218,ANC11LA060,7,7,2011,2300,Sterling,AK,603311N,1505020W,CLER,SERS,1,WAIEX
20110708X52347,CEN11LA464,7,7,2011,2200,East Liverpool,OH,403752N,0803334W,CLER,SERS,1,DERJAGER D IX
20110708X84345,ERA11LA388,7,4,2011,1930,Orange Beach,AL,030178N,0087329W,CLER,NONE,2,172N
20110709X53314,ERA11LA390,7,9,2011,1639,West Milford,NJ,041742N,0742047W,CLER,SERS,1,L39C
20110709X60853,CEN11FA467,7,9,2011,1621,Scott,AR,344437N,0092126W,FEW,FATL,1,S-12
20110709X90812,WPR11FA319,7,8,2011,1605,Verlot,WA,048724N,1213950W,FEW,FATL,2,PA-22-135
20110709X95440,ERA11CA389,7,9,2011,1230,Geneseo,NY,424755N,0775033W,CLER,SERS,3,N35
20110710X15524,WPR11LA320,7,9,2011,2130,Yuba City,CA,003946N,0121447W,CLER,NONE,1,G-164B
20110710X21020,WPR11CA321,7,10,2011,1925,Cedar City,UT,037426N,0113633W,CLER,MINR,1,THORP T-211
20110710X23251,CEN11FA468,7,9,2011,1327,Rising Sun,IN,385459N,0084536W,SCAT,FATL,1,R44 II
20110710X31135,ERA11FA391,7,9,2011,2240,Demopolis,AL,322847N,0875653W,CLER,FATL,7,421C
20110710X70735,ERA11LA392,7,10,2011,1310,West Palm Beach,FL,264059N,0080544W,SCAT,MINR,2,R22 BETA
20110710X72423,ERA11LA393,7,10,2011,1515,Ormond Beach,FL,029181N,0081629W,SCAT,SERS,2,PA-28-161
20110710X95932,ERA11LA395,7,9,2011,1615,Geneseo,NY,424830N,0775048W,CLER,MINR,1,DR-1 Triplane
20110711X02530,WPR11CA322,7,11,2011,1800,Placerville,CA,384314N,1204517W,CLER,MINR,1,DV-1 SKYLARK
20110711X31810,ANC11LA061,7,9,2011,2316,Anchorage,AK,611238N,1495326W,CLER,MINR,5,U206E
20110711X41528,ANC11FA062,7,10,2011,2115,Port Alsworth,AK,603328N,1531821W,CLER,NONE,13,PA-31-350
20110711X50136,CEN11FA469,7,9,2011,1530,Dudley,MO,364651N,0090611W,CLER,FATL,1,SONERAI II
20110711X50716,ERA11CA396,7,10,2011,1930,Plant City,FL,002800N,0082947W,SCAT,NONE,2,PA-30
20110711X51908,CEN11CA470,7,10,2011,1530,Cubero,NM,352135N,0107144W,CLER,NONE,1,S7
20110712X24210,CEN11LA472,7,9,2011,1800,Lacassine,LA,301420N,0925022W,FEW,NONE,2,150J
20110712X31519,ANC11CA063,7,10,2011,2100,Gulkana,AK,555511N,1592926W,CLER,NONE,1,PA-12
20110712X62632,WPR11CA323,7,7,2011,1900,Soda Springs,ID,423532N,1113432W,FEW,NONE,1,STINGSPORT
20110713X30105,WPR11LA324,7,4,2011,1901,Heise,ID,043381N,1114056W,SCAT,SERS,1,Sprint 1000
20110713X82004,ANC11CA064,7,13,2011,1700,Cordova,AK,060300N,0145300W,SCAT,NONE,1,PA-18A 150
20110713X92151,ERA11LA397,7,12,2011,1720,Opa-Locka,FL,255426N,0801641W,-1,NONE,4,35
20110714X21432,CEN11CA477,7,14,2011,100,Minot,ND,481527N,1011640W,-1,NONE,1,PA-25-235
20110714X33831,WPR11LA325,7,12,2011,1605,Wenatchee,WA,472031N,1201417W,SCAT,MINR,2,269C
20110714X34924,WPR11CA326,7,11,2011,2150,Tonasket,WA,484218N,1192622W,SCAT,MINR,2,M-7-235C
20110714X50806,CEN11FA479,7,14,2011,1330,Silverton,CO,374727N,0107331W,CLER,FATL,2,150L
20110714X55815,ERA11LA399,6,30,2011,1650,Stevensville,MD,385835N,0761947W,FEW,NONE,1,182K
20110714X55933,WPR11CA327,7,13,2011,2037,Wheatland,WY,041568N,1045112W,CLER,MINR,2,150J
20110714X60334,WPR11CA328,7,14,2011,1528,Payson,AZ,341524N,1112021W,CLER,NONE,2,F-22
20110714X93053,WPR11FA331,7,17,2011,1725,Winslow,AZ,003560N,1103823W,CLER,FATL,2,M20F
20110714X93054,WPR11CA329,7,14,2011,1950,Albany,OR,444012N,0123211W,-1,NONE,1,7KCAB
20110715X11650,ERA11FA401,7,15,2011,1935,Hollywood,MD,381829N,0076326W,CLER,FATL,2,CAPSTAN TYPE 49B
20110715X13334,ERA11CA402,7,15,2011,1800,Crystal River,FL,028524N,0823426W,FEW,NONE,1,PA-28-161
20110715X40120,DCA11CA084,7,14,2011,2333,Boston,MA,422112N,0071052W,FEW,NONE,291,CL600 2D24
20110715X91232,ERA11LA400,7,4,2011,1230,Fort Drum,FL,273231N,0804959W,CLER,NONE,2,EXPERMENTAL RV-4
20110715X91632,WPR11CA330,7,10,2011,2125,McKenzie Bridge,OR,441032N,0012255W,CLER,NONE,3,210-5(205)
20110716X02611,ERA11LA403,7,16,2011,41,Batavia,NY,043154N,0781011W,-1,SERS,1,Elite
20110716X12058,ERA11CA404,7,15,2011,1945,Adams,NY,435036N,0076540W,CLER,MINR,3,PA-28-140
20110716X31225,CEN11FA480,7,16,2011,1448,Boyne City,MI,451231N,0845923W,CLER,FATL,1,DCO-65
20110718X00409,WPR11FA333,7,18,2011,5,Glendale,OR,424624N,1231840W,FEW,FATL,2,ZENITH STOL CH701
20110718X01748,WPR11FA334,7,18,2011,1546,Joshua Tree,CA,034240N,0116188W,FEW,SERS,1,PA-12
20110718X20352,WPR11FA335,7,18,2011,2346,Grace,ID,042362N,1114340W,SCAT,FATL,3,M20C
20110718X32318,WPR11WA332,7,11,2011,1014,Burma,PO,037386N,0130415W,-1,FATL,9,S76
20110718X33733,ERA11FA406,7,18,2011,1625,Augusta,GA,033222N,0815714W,CLER,FATL,1,M20K
20110718X53000,ANC11FA065,7,17,2011,2300,Delta,AK,064151N,1453513W,FEW,FATL,1,PA-12
20110718X62035,CEN11LA481,7,15,2011,1445,Jackson,MI,421051N,0841631W,CLER,SERS,1,Rhino II
20110718X90609,ERA11LA405,7,17,2011,2025,Matinicus Island,ME,444141N,0692256W,CLER,SERS,4,U206G
20110719X03707,CEN11LA483,7,18,2011,1715,San Antonio,TX,029321N,0982811W,CLER,SERS,1,M20S
20110719X03802,ERA11CA407,7,15,2011,2010,Schlater,MS,333828N,0901734W,FEW,NONE,1,180J
20110719X05650,ERA11CA408,7,1,2011,1530,Cambridge,MD,383213N,0076129W,CLER,NONE,1,172S
20110719X10507,CEN11LA484,6,11,2011,1700,Cash,AR,355347N,0914937W,CLER,NONE,1,G-164B
20110719X25554,WPR11CA336,7,16,2011,2200,Spokane,WA,474032N,1171930W,-1,NONE,2,C3-B
20110719X30052,WPR11CA337,7,17,2011,2200,Porthill,ID,485925N,0116307W,-1,NONE,2,172N
20110719X30757,WPR11CA338,7,16,2011,0,Adelanto,CA,034346N,1173312W,CLER,SERS,1,LS-3-17
20110719X64316,CEN11CA485,7,16,2011,1745,Greeley,CO,402614N,1043759W,CLER,NONE,1,8KCAB
20110720X13324,CEN11CA486,7,16,2011,2000,Paxton,IL,402655N,0088740W,-1,MINR,2,CH701
20110720X21806,CEN11LA487,7,18,2011,1155,Burlington,CO,391420N,0102174W,CLER,NONE,1,S2R
20110720X35120,ERA11LA409,7,20,2011,1526,Dayton,NJ,402211N,0743011W,CLER,SERS,2,R22 BETA
20110720X52306,WPR11CA339,7,20,2011,1730,Watsonville,CA,365432N,1214026W,CLER,NONE,1,47G-5
20110720X53837,ERA11CA410,7,20,2011,1600,Fryeburg,ME,435928N,0705652W,UNK,MINR,1,A-1C-180
20110720X54309,ERA11LA411,7,20,2011,1830,Elizabethtown,KY,374110N,0855530W,FEW,NONE,1,150M
20110720X64545,CEN11LA488,7,16,2011,2330,Jackson,MI,421535N,0842733W,FEW,MINR,1,VOLKSPLANE VP-1
20110721X20809,WPR11LA340,7,17,2011,130,Lopez,WA,483229N,1225314W,SCAT,NONE,1,PA-24-250
20110721X32355,WPR11CA341,7,19,2011,1650,SAN JOSE,CA,371947N,1214613W,CLER,NONE,1,STARDUSTER II SA300
20110721X33619,ANC11CA066,7,19,2011,0,Kantishna,AK,634651N,1483112W,-1,NONE,1,8GCBC
20110721X54054,CEN11LA491,7,20,2011,1727,Medina,OH,041754N,0815249W,CLER,NONE,2,C35
20110721X54822,WPR11CA342,7,21,2011,4,Preston,ID,433029N,0011248W,CLER,NONE,1,ASW-27
20110721X63616,ERA11FA412,7,21,2011,245,Erwin,NC,035222N,0784444W,CLER,FATL,2,182S
20110721X84724,CEN11LA490,7,13,2011,1747,Peyton,CO,385623N,1043219W,UNK,NONE,1,AL-6
20110722X12056,WPR11CA343,7,19,2011,2130,Colville,WA,483225N,1175319W,-1,NONE,3,95-B55 (T42A)
20110722X41551,CEN11LA494,7,20,2011,1825,Columbia,MO,038499N,0921318W,CLER,NONE,1,T210L
20110722X44028,CEN11CA495,7,19,2011,1340,Greenstown,IN,402843N,0855357W,-1,NONE,1,A188B
20110722X50216,CEN11CA496,7,20,2011,1916,Battle Creek,MI,042185N,0851444W,CLER,NONE,1,SR20
20110722X51859,CEN11CA497,7,21,2011,2230,North English,IA,412936N,0092853W,CLER,NONE,1,G-164A
20110722X60439,CEN11CA498,7,19,2011,2300,Williams Lake,MI,423933N,0832246W,SCAT,SERS,1,J3C-65
20110722X71109,CEN11LA499,7,22,2011,26,Fergus Falls,MN,461647N,0096337W,CLER,NONE,1,AT-502
20110722X84622,CEN11CA492,7,19,2011,1830,Meeker,CO,040255N,0107539W,CLER,NONE,1,182S
20110723X10313,ERA11LA416,7,23,2011,1152,Hinesville,GA,315217N,0813342W,CLER,SERS,2,7ECA
20110723X80555,ERA11FA414,7,23,2011,1633,Palm Bay,FL,275613N,0080429W,SCAT,FATL,3,SR22
